package_code,procedure_name,tier3_cost,tier2_cost,tier1_cost,category,private_tier1,private_tier2,private_tier3,private_metro
SE035,Enucleation,13300.0,15100.0,15900.0,SE,50880.0,48320.0,42560.0,63600.0
SE036,Evisceration,13300.0,15600.0,16700.0,SE,53440.0,49920.0,42560.0,66800.0
SE037,Exenteration,23700.0,27800.0,29700.0,SE,95040.0,88960.0,75840.0,118800.0
SE038,"Socket Reconstruction
including Amniotic
Membrane Graft",14000.0,16000.0,16800.0,SE,53760.0,51200.0,44800.0,67200.0
SE039,Orbitotomy,17500.0,19900.0,21000.0,SE,67200.0,63680.0,56000.0,84000.0
SE040,"GA / EUA separate
add on package",3000.0,3600.0,3800.0,SE,12160.0,11520.0,9600.0,15200.0
SE041,Orbital fracture repair,10500.0,12300.0,13200.0,SE,42240.0,39360.0,33600.0,52800.0
SE042,Optic neuritis,2100.0,2500.0,2700.0,SE,8640.0,8000.0,6720.0,10800.0
SE043,Glaucoma Screening,800.0,900.0,1000.0,SE,3200.0,2880.0,2560.0,4000.0
SE043,Glaucoma Screening,1500.0,1800.0,1900.0,SE,6080.0,5760.0,4800.0,7600.0
SE044,"Diabetic Retinopathy
Screening",1000.0,1200.0,1300.0,SE,4160.0,3840.0,3200.0,5200.0
MN008,"Laser Therapy for
Retinopathy of
Prematurity
(Irrespective of no. of
eyes affected) - per
session",1900.0,2200.0,2300.0,MN,7360.0,7040.0,6080.0,9200.0
SG001,Oesophagectomy,125000.0,142000.0,150000.0,SG,480000.0,454400.0,400000.0,600000.0
SG002,"Operations for
Replacement of
Oesophagus by Colon",61200.0,69500.0,73500.0,SG,235200.0,222400.0,195840.0,294000.0
SG003,Gastrectomy,62500.0,71000.0,75000.0,SG,240000.0,227200.0,200000.0,300000.0
SG003,Gastrectomy,62500.0,71000.0,75000.0,SG,240000.0,227200.0,200000.0,300000.0
SG003,Gastrectomy,43500.0,49500.0,52200.0,SG,167040.0,158400.0,139200.0,208800.0
SG003,Gastrectomy,43500.0,49500.0,52200.0,SG,167040.0,158400.0,139200.0,208800.0
SG003,Gastrectomy,81300.0,92300.0,97500.0,SG,312000.0,295360.0,260160.0,390000.0
SG003,Gastrectomy,81300.0,92300.0,97500.0,SG,312000.0,295360.0,260160.0,390000.0
SG004,"Operative
Gastrostomy",25000.0,28400.0,30000.0,SG,96000.0,90880.0,80000.0,120000.0
SG005,Vagotomy,32200.0,36500.0,38600.0,SG,123520.0,116800.0,103040.0,154400.0
SG005,Vagotomy,32200.0,36500.0,38600.0,SG,123520.0,116800.0,103040.0,154400.0
SG006,"Operation for Bleeding
Peptic Ulcer",27200.0,31900.0,34000.0,SG,108800.0,102080.0,87040.0,136000.0
SG007,"Operation for Gastric /
Duodenal Perforation",22600.0,26400.0,28200.0,SG,90240.0,84480.0,72320.0,112800.0
SG007,"Operation for Gastric /
Duodenal Perforation",22600.0,26400.0,28200.0,SG,90240.0,84480.0,72320.0,112800.0
SG008,Pyloroplasty,20700.0,23500.0,24800.0,SG,79360.0,75200.0,66240.0,99200.0
SG009,Pyloromyotomy,37500.0,42600.0,45000.0,SG,144000.0,136320.0,120000.0,180000.0
SG0106,Subtotal Colectomy,34900.0,40900.0,43600.0,SG,139520.0,130880.0,111680.0,174400.0
SG0106,Subtotal Colectomy,34900.0,40900.0,43600.0,SG,139520.0,130880.0,111680.0,174400.0
SG056,"Operation for
Hydrocele",15000.0,17600.0,18800.0,SG,60160.0,56320.0,48000.0,75200.0
SG073,Sympathectomy,35000.0,41000.0,43800.0,SG,140160.0,131200.0,112000.0,175200.0
SG0109,ERCP,15000.0,17600.0,18800.0,SG,60160.0,56320.0,48000.0,75200.0
SG010,Gastrojejunostomy,30000.0,35100.0,37500.0,SG,120000.0,112320.0,96000.0,150000.0
SG0110,Brachial sinus excision,20000.0,23400.0,25000.0,SG,80000.0,74880.0,64000.0,100000.0
SG0111,"Epididymal Excision
under GA",2000.0,2400.0,2500.0,SG,8000.0,7680.0,6400.0,10000.0
SG0112,"Mesentric cyst
excision",20000.0,23400.0,25000.0,SG,80000.0,74880.0,64000.0,100000.0
SG0113,Mole Excision,2000.0,2400.0,2500.0,SG,8000.0,7680.0,6400.0,10000.0
SG0114,"Neurofibroma Excision
under LA",2000.0,2400.0,2500.0,SG,8000.0,7680.0,6400.0,10000.0
SG0115,Ingrowing Toe Nail,2000.0,2400.0,2500.0,SG,8000.0,7680.0,6400.0,10000.0
SG0116,"Splenorenal
Anastomosis",70000.0,81900.0,87500.0,SG,280000.0,262080.0,224000.0,350000.0
SG0117,"Replacement Surgery
For Corrosive Injury
Stomach",50000.0,58500.0,62500.0,SG,200000.0,187200.0,160000.0,250000.0
SG0118,"Choledochoduodenost
omy Or Choledocho
Jejunostomy",35000.0,41000.0,43800.0,SG,140160.0,131200.0,112000.0,175200.0
SG0119,"Hepatico Jejunostomy
for biliary stricture",45000.0,52700.0,56300.0,SG,180160.0,168640.0,144000.0,225200.0
SG011,"Surgical Management
of PseudoCyst",22500.0,26400.0,28200.0,SG,90240.0,84480.0,72000.0,112800.0
SG011,"Surgical Management
of PseudoCyst",22500.0,26400.0,28200.0,SG,90240.0,84480.0,72000.0,112800.0
SG011,"Surgical Management
of PseudoCyst",26300.0,30800.0,32900.0,SG,105280.0,98560.0,84160.0,131600.0
SG011,"Surgical Management
of PseudoCyst",26300.0,30800.0,32900.0,SG,105280.0,98560.0,84160.0,131600.0
SG0120,"I Stage- Sub Total
Colectomy + Ileostomy
+ J - Pouch",80000.0,93600.0,100000.0,SG,320000.0,299520.0,256000.0,400000.0
SG0121,"Pancreatic
Necrosectomy",60000.0,70200.0,75000.0,SG,240000.0,224640.0,192000.0,300000.0
SG0122,"Distal Pancreatectomy
+ Splenectomy",60000.0,70200.0,75000.0,SG,240000.0,224640.0,192000.0,300000.0
SG0123,"Heller Myotomy
(Lap./Open)",30000.0,35100.0,37500.0,SG,120000.0,112320.0,96000.0,150000.0
SG0124,"I Stage-Sub Total
Colectomy + Ileostomy",40000.0,46800.0,50000.0,SG,160000.0,149760.0,128000.0,200000.0
SG012,Feeding Jejunostomy,15000.0,17600.0,18800.0,SG,60160.0,56320.0,48000.0,75200.0
SG013,Ileostomy,16500.0,19400.0,20700.0,SG,66240.0,62080.0,52800.0,82800.0
SG014,"Congenital Atresia &
Stenosis of Small
Intestine",37500.0,42600.0,45000.0,SG,144000.0,136320.0,120000.0,180000.0
SG015,"Operation for
Duplication of Intestine",25400.0,28800.0,30400.0,SG,97280.0,92160.0,81280.0,121600.0
SG016,Diverticulectomy,25000.0,29300.0,31300.0,SG,100160.0,93760.0,80000.0,125200.0
SG016,Diverticulectomy,16900.0,19800.0,21100.0,SG,67520.0,63360.0,54080.0,84400.0
SG017,Appendicectomy,20000.0,23400.0,25000.0,SG,80000.0,74880.0,64000.0,100000.0
SG017,Appendicectomy,20000.0,23400.0,25000.0,SG,80000.0,74880.0,64000.0,100000.0
SG018,"Appendicular
Perforation",20000.0,23400.0,25000.0,SG,80000.0,74880.0,64000.0,100000.0
SG019,"Operative drainage of
Appendicular Abscess",15000.0,17600.0,18800.0,SG,60160.0,56320.0,48000.0,75200.0
SG020,Total Colectomy,48300.0,54900.0,58000.0,SG,185600.0,175680.0,154560.0,232000.0
SG020,Total Colectomy,48300.0,54900.0,58000.0,SG,185600.0,175680.0,154560.0,232000.0
SG021,Hemi colectomy,35200.0,40000.0,42200.0,SG,135040.0,128000.0,112640.0,168800.0
SG021,Hemi colectomy,35200.0,40000.0,42200.0,SG,135040.0,128000.0,112640.0,168800.0
SG021,Hemi colectomy,35200.0,40000.0,42200.0,SG,135040.0,128000.0,112640.0,168800.0
SG021,Hemi colectomy,35200.0,40000.0,42200.0,SG,135040.0,128000.0,112640.0,168800.0
SG022,"Operative
Management of
Volvulus of Large
Bowel",32900.0,37300.0,39400.0,SG,126080.0,119360.0,105280.0,157600.0
SG023,Colostomy,20000.0,23400.0,25000.0,SG,80000.0,74880.0,64000.0,100000.0
SG024,Closure of stoma,16700.0,19600.0,20900.0,SG,66880.0,62720.0,53440.0,83600.0
SG025,Sigmoid Resection,23100.0,27000.0,28900.0,SG,92480.0,86400.0,73920.0,115600.0
SG026,"Perineal Procedure for
Rectal Prolapse",18800.0,22000.0,23500.0,SG,75200.0,70400.0,60160.0,94000.0
SG027,"Abdominal Procedure
for Rectal Prolapse",20300.0,23700.0,25400.0,SG,81280.0,75840.0,64960.0,101600.0
SG027,"Abdominal Procedure
for Rectal Prolapse",20300.0,23700.0,25400.0,SG,81280.0,75840.0,64960.0,101600.0
SG028,Rectal Polyp Excision,10000.0,11700.0,12500.0,SG,40000.0,37440.0,32000.0,50000.0
SG029,"Anterior Resection of
rectum",50000.0,58500.0,62500.0,SG,200000.0,187200.0,160000.0,250000.0
SG029,"Anterior Resection of
rectum",50000.0,58500.0,62500.0,SG,200000.0,187200.0,160000.0,250000.0
SG030,"Resection
Anastomosis",26700.0,31200.0,33300.0,SG,106560.0,99840.0,85440.0,133200.0
SG030,"Resection
Anastomosis",26700.0,29300.0,33300.0,SG,106560.0,93760.0,85440.0,133200.0
SG031,"Procedure for Fissure
in Ano",10000.0,11700.0,12500.0,SG,40000.0,37440.0,32000.0,50000.0
SG032,Haemorroidectomy,12000.0,14100.0,15000.0,SG,48000.0,45120.0,38400.0,60000.0
SG032,Haemorroidectomy,12000.0,14100.0,15000.0,SG,48000.0,45120.0,38400.0,60000.0
SG033,"Management of
Pilonidal Sinus",5625.0,6600.0,7100.0,SG,22720.0,21120.0,18000.0,28400.0
SG034,"Exicision of Sinus and
Curettage",5000.0,5900.0,6300.0,SG,20160.0,18880.0,16000.0,25200.0
SG035,"Exploratory
Laparotomy",11800.0,13800.0,14800.0,SG,47360.0,44160.0,37760.0,59200.0
SG036,"Closure of Burst
Abdomen",15000.0,17600.0,18800.0,SG,60160.0,56320.0,48000.0,75200.0
SG037,Hepatic Resection,37500.0,43900.0,46900.0,SG,150080.0,140480.0,120000.0,187600.0
SG037,Hepatic Resection,37500.0,43900.0,46900.0,SG,150080.0,140480.0,120000.0,187600.0
SG038,"Operation
forAbdominal Hydatid
Cyst (Single Organ) -
Change in Name",21000.0,23100.0,26200.0,SG,83840.0,73920.0,67200.0,104800.0
SG039,Cholecystectomy,31100.0,36400.0,38900.0,SG,124480.0,116480.0,99520.0,155600.0
SG039,Cholecystectomy,31100.0,36400.0,38900.0,SG,124480.0,116480.0,99520.0,155600.0
SG039,Cholecystectomy,31100.0,36400.0,38900.0,SG,124480.0,116480.0,99520.0,155600.0
SG039,Cholecystectomy,31100.0,36400.0,38900.0,SG,124480.0,116480.0,99520.0,155600.0
SG040,"Operative
Cholecystostomy",11300.0,13200.0,14100.0,SG,45120.0,42240.0,36160.0,56400.0
SG040,"Operative
Cholecystostomy",11300.0,13200.0,14100.0,SG,45120.0,42240.0,36160.0,56400.0
SG041,"Operation of
Choledochal Cyst",31700.0,37100.0,39700.0,SG,127040.0,118720.0,101440.0,158800.0
SG042,Splenectomy,35200.0,40000.0,42200.0,SG,135040.0,128000.0,112640.0,168800.0
SG042,Splenectomy,35200.0,40000.0,42200.0,SG,135040.0,128000.0,112640.0,168800.0
SG043,"Bypass - Inoperable
Pancreas",62500.0,71000.0,75000.0,SG,240000.0,227200.0,200000.0,300000.0
SG044,"Distal Pancreatectomy
with
Pancreatico
Jejunostomy",44600.0,50600.0,53500.0,SG,171200.0,161920.0,142720.0,214000.0
SG045,"PancreaticoDuodenect
omy (Whipple's)",125000.0,142000.0,150000.0,SG,480000.0,454400.0,400000.0,600000.0
SG046,"Porto Caval
Anastomosis",50000.0,56800.0,60000.0,SG,192000.0,181760.0,160000.0,240000.0
SG047,"Mesenteric Caval
Anastomosis",48600.0,55200.0,58300.0,SG,186560.0,176640.0,155520.0,233200.0
SG048,"Mesenteric Cyst –
Excision",20700.0,24200.0,25800.0,SG,82560.0,77440.0,66240.0,103200.0
SG049,"Retroperitoneal Tumor
– Excision",39200.0,44600.0,47100.0,SG,150720.0,142720.0,125440.0,188400.0
SG050,Groin Hernia Repair,20000.0,23400.0,25000.0,SG,80000.0,74880.0,64000.0,100000.0
SG050,Groin Hernia Repair,20000.0,23400.0,25000.0,SG,80000.0,74880.0,64000.0,100000.0
SG050,Groin Hernia Repair,20000.0,23400.0,25000.0,SG,80000.0,74880.0,64000.0,100000.0
SG050,Groin Hernia Repair,20300.0,23800.0,25400.0,SG,81280.0,76160.0,64960.0,101600.0
SG050,Groin Hernia Repair,22900.0,26800.0,28600.0,SG,91520.0,85760.0,73280.0,114400.0
SG051,Hernia - Ventral,20000.0,23400.0,25000.0,SG,80000.0,74880.0,64000.0,100000.0
SG051,Hernia - Ventral,25000.0,29300.0,31300.0,SG,100160.0,93760.0,80000.0,125200.0
SG051,Hernia - Ventral,25000.0,29300.0,31300.0,SG,100160.0,93760.0,80000.0,125200.0
SG051,Hernia - Ventral,25000.0,29300.0,31300.0,SG,100160.0,93760.0,80000.0,125200.0
SG052,"Repair of Incisional
Hernia",20300.0,23700.0,25400.0,SG,81280.0,75840.0,64960.0,101600.0
SG053,"Hiatus Hernia Repair /
Fundoplication",26300.0,30800.0,32900.0,SG,105280.0,98560.0,84160.0,131600.0
SG053,"Hiatus Hernia Repair /
Fundoplication",26300.0,30800.0,32900.0,SG,105280.0,98560.0,84160.0,131600.0
SG053,"Hiatus Hernia Repair /
Fundoplication",26300.0,30800.0,32900.0,SG,105280.0,98560.0,84160.0,131600.0
SG054,"Excision of cyst /
Sebaceous Cysts over
scrotum",2700.0,3100.0,3300.0,SG,10560.0,9920.0,8640.0,13200.0
SG054,"Excision of cyst /
Sebaceous Cysts over
scrotum",5000.0,5900.0,6300.0,SG,20160.0,18880.0,16000.0,25200.0
SG055,"Excision Filarial
Scrotum",8000.0,9400.0,10000.0,SG,32000.0,30080.0,25600.0,40000.0
SG056,"Operation for
Hydrocele",10000.0,11700.0,12500.0,SG,40000.0,37440.0,32000.0,50000.0
SG057,"Epididymal Cyst /
Nodule Excision",5300.0,6200.0,6600.0,SG,21120.0,19840.0,16960.0,26400.0
SG057,"Epididymal Cyst /
Nodule Excision",5300.0,6200.0,6600.0,SG,21120.0,19840.0,16960.0,26400.0
SG058,Vasovasostomy,12000.0,14100.0,15000.0,SG,48000.0,45120.0,38400.0,60000.0
SG059,Orchidectomy,12000.0,14100.0,15000.0,SG,48000.0,45120.0,38400.0,60000.0
SG060,"Inguinal Node
(dissection) - U/L",19800.0,23100.0,24700.0,SG,79040.0,73920.0,63360.0,98800.0
SG061,"Estlander Operation
(lip)",18500.0,21000.0,22200.0,SG,71040.0,67200.0,59200.0,88800.0
SG062,"Operation for
Carcinoma Lip",25100.0,28500.0,30100.0,SG,96320.0,91200.0,80320.0,120400.0
SG062,"Operation for
Carcinoma Lip",37500.0,42600.0,45000.0,SG,144000.0,136320.0,120000.0,180000.0
SG062,"Operation for
Carcinoma Lip",37500.0,42600.0,45000.0,SG,144000.0,136320.0,120000.0,180000.0
SG063,"Complete Excision of
Growth from Tongue
only (inclusive of
Histopathology)",20900.0,23700.0,25000.0,SG,80000.0,75840.0,66880.0,100000.0
SG064,"Excision of Growth
from Tongue with neck
node dissection",39200.0,44500.0,47000.0,SG,150400.0,142400.0,125440.0,188000.0
SG065,"Microlaryngoscopic
Surgery",18500.0,21700.0,23200.0,SG,74240.0,69440.0,59200.0,92800.0
SG066,"Submandibular Mass
Excision",25000.0,28400.0,30000.0,SG,96000.0,90880.0,80000.0,120000.0
SG067,"Radical Neck
Dissection",33700.0,38300.0,40400.0,SG,129280.0,122560.0,107840.0,161600.0
SG068,"Surgical removal of
Branchial Cyst/Sinus",20000.0,23400.0,25000.0,SG,80000.0,74880.0,64000.0,100000.0
SG069,"Carotid Body tumour -
Excision",37500.0,42600.0,45000.0,SG,144000.0,136320.0,120000.0,180000.0
SG070,Thyroidectomy,26300.0,30700.0,32800.0,SG,104960.0,98240.0,84160.0,131200.0
SG070,Thyroidectomy,26300.0,30800.0,32900.0,SG,105280.0,98560.0,84160.0,131600.0
SG070,Thyroidectomy,43600.0,49600.0,52400.0,SG,167680.0,158720.0,139520.0,209600.0
SG071,"Excision of
Parathyroid Adenoma
/ Carcinoma",25000.0,29300.0,31300.0,SG,100160.0,93760.0,80000.0,125200.0
SG072,Thymectomy,60000.0,68200.0,72000.0,SG,230400.0,218240.0,192000.0,288000.0
SG073,Sympathectomy,20700.0,23500.0,24800.0,SG,79360.0,75200.0,66240.0,99200.0
SG074,"Breast Lump Excision
(Benign)",10000.0,11700.0,12500.0,SG,40000.0,37440.0,32000.0,50000.0
SG075,Mastectomy,25000.0,29300.0,31300.0,SG,100160.0,93760.0,80000.0,125200.0
SG075,Mastectomy,32900.0,37300.0,39400.0,SG,126080.0,119360.0,105280.0,157600.0
SG076,"Excision Mammary
Fistula",12000.0,14100.0,15000.0,SG,48000.0,45120.0,38400.0,60000.0
SG077,"Intercostal drainage
Only",5600.0,6500.0,7000.0,SG,22400.0,20800.0,17920.0,28000.0
SG078,"Rib Resection &
Drainage",20000.0,23400.0,25000.0,SG,80000.0,74880.0,64000.0,100000.0
SG079,Thoracoplasty,24400.0,28600.0,30500.0,SG,97600.0,91520.0,78080.0,122000.0
SG080,"Decortication
(Pleurectomy)",33000.0,38700.0,41300.0,SG,132160.0,123840.0,105600.0,165200.0
SG081,Lobectomy,32900.0,38400.0,41100.0,SG,131520.0,122880.0,105280.0,164400.0
SG081,Lobectomy,32900.0,38400.0,41100.0,SG,131520.0,122880.0,105280.0,164400.0
SG082,"Thoracoscopic
Segmental Resection",39900.0,45300.0,47900.0,SG,153280.0,144960.0,127680.0,191600.0
SG083,"Lung Hydatid Cyst
removal",26300.0,30800.0,32900.0,SG,105280.0,98560.0,84160.0,131600.0
SG084,"Incision & Drainage of
Abscess",5000.0,5900.0,6300.0,SG,20160.0,18880.0,16000.0,25200.0
SG085,"Lipoma / Cyst / other
cutaneous swellings
Excision",5000.0,5900.0,6300.0,SG,20160.0,18880.0,16000.0,25200.0
SG085,"Lipoma / Cyst / other
cutaneous swellings
Excision",5000.0,5900.0,6300.0,SG,20160.0,18880.0,16000.0,25200.0
SG085,"Lipoma / Cyst / other
cutaneous swellings
Excision",5000.0,5900.0,6300.0,SG,20160.0,18880.0,16000.0,25200.0
SG086,Debridement of Ulcer,5000.0,5900.0,6250.0,SG,20000.0,18880.0,16000.0,25000.0
SG087,"Flap Reconstructive
Surgery",36100.0,41000.0,43300.0,SG,138560.0,131200.0,115520.0,173200.0
SG088,"Free Grafts - Wolfe
Grafts",31300.0,35500.0,37500.0,SG,120000.0,113600.0,100160.0,150000.0
SG089,"Tissue Reconstruction
Flap",35200.0,40000.0,42200.0,SG,135040.0,128000.0,112640.0,168800.0
SG090,"Split thickness skin
grafts",18800.0,21300.0,22500.0,SG,72000.0,68160.0,60160.0,90000.0
SG090,"Split thickness skin
grafts",18100.0,20600.0,21700.0,SG,69440.0,65920.0,57920.0,86800.0
SG090,"Split thickness skin
grafts",20400.0,23200.0,24500.0,SG,78400.0,74240.0,65280.0,98000.0
SG091,"Skin Flaps - Rotation
Flaps",28800.0,32700.0,34600.0,SG,110720.0,104640.0,92160.0,138400.0
SG092,Tendon Transfer,25000.0,28400.0,30000.0,SG,96000.0,90880.0,80000.0,120000.0
SG093,"Lymphatics Excision
of Subcutaneous
Tissues In
Lymphoedema",15000.0,17600.0,18800.0,SG,60160.0,56320.0,48000.0,75200.0
SG094,"AV Fistula without
prosthesis",18400.0,21600.0,23000.0,SG,73600.0,69120.0,58880.0,92000.0
SG095,"Management of
Varicose Veins",16500.0,19400.0,20700.0,SG,66240.0,62080.0,52800.0,82800.0
SG095,"Management of
Varicose Veins",5000.0,5900.0,6300.0,SG,20160.0,18880.0,16000.0,25200.0
SG096,Biopsy,5000.0,5900.0,6300.0,SG,20160.0,18880.0,16000.0,25200.0
SG096,Biopsy,2700.0,3100.0,3300.0,SG,10560.0,9920.0,8640.0,13200.0
SG096,Biopsy,2500.0,2900.0,3100.0,SG,9920.0,9280.0,8000.0,12400.0
SG096,Biopsy,2500.0,2900.0,3100.0,SG,9920.0,9280.0,8000.0,12400.0
SG097,Stoma Management,5500.0,6400.0,6800.0,SG,21760.0,20480.0,17600.0,27200.0
SG097,Stoma Management,5500.0,6400.0,6800.0,SG,21760.0,20480.0,17600.0,27200.0
SG098,Foreign Body Removal,7000.0,8200.0,8800.0,SG,28160.0,26240.0,22400.0,35200.0
SG099,"Necrotising fasciitis /
Fournier Gangrene",14100.0,16000.0,16900.0,SG,54080.0,51200.0,45120.0,67600.0
SG100,"Surgical management
of Lower GI bleed
(inclusive of
sigmoidoscopy /
colonoscopy) -
Colonoscopic
management only
excluding local
perineal conditions",25000.0,28400.0,30000.0,SG,96000.0,90880.0,80000.0,120000.0
SG101,Caecopexy,25000.0,28400.0,30000.0,SG,96000.0,90880.0,80000.0,120000.0
MG058,Diabetic Foot,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
SG102,"Repair of Renal Artery
Stenosis",76000.0,86300.0,91200.0,SG,291840.0,276160.0,243200.0,364800.0
SG103,ERCP,25000.0,28400.0,30000.0,SG,96000.0,90880.0,80000.0,120000.0
SG104,Circumcision,10000.0,11700.0,12500.0,SG,40000.0,37440.0,32000.0,50000.0
MC019,Pericardiocentesis,15200.0,17200.0,18200.0,MC,58240.0,55040.0,48640.0,72800.0
SG105,"Percutaneous
transhepatic external
biliary drainage
(PTBD)",25200.0,28700.0,30300.0,SG,96960.0,91840.0,80640.0,121200.0
MG044,Renal colic,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
MG045,AKI / Renal failure,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
SB065,Excision of Bursa,3000.0,3600.0,3800.0,SB,12160.0,11520.0,9600.0,15200.0
MG096,Intercostal drainage,0.0,0.0,0.0,MG,0.0,0.0,0.0,0.0
SE040,"GA / EUA separate
add on package",3000.0,3600.0,3800.0,SE,12160.0,11520.0,9600.0,15200.0
SL021,Parotidectomy,28200.0,33000.0,35300.0,SL,112960.0,105600.0,90240.0,141200.0
SL021,Parotidectomy,23800.0,27900.0,29800.0,SL,95360.0,89280.0,76160.0,119200.0
SL026,"Tracheostomy /
Tracheotomy",28000.0,32800.0,35000.0,SL,112000.0,104960.0,89600.0,140000.0
SL026,"Tracheostomy /
Tracheotomy",28000.0,32800.0,35000.0,SL,112000.0,104960.0,89600.0,140000.0
SL027,Neck dissection,23500.0,26700.0,28200.0,SL,90240.0,85440.0,75200.0,112800.0
SL027,Neck dissection,23500.0,26700.0,28200.0,SL,90240.0,85440.0,75200.0,112800.0
SL027,Neck dissection,23500.0,26700.0,28200.0,SL,90240.0,85440.0,75200.0,112800.0
SL027,Neck dissection,23500.0,26700.0,28200.0,SL,90240.0,85440.0,75200.0,112800.0
SL028,"Deep neck abscess
drainage/ Post trauma
neck
exploration",16800.0,19700.0,21000.0,SL,67200.0,63040.0,53760.0,84000.0
SL028,"Deep neck abscess
drainage/ Post trauma
neck
exploration",21000.0,23900.0,25200.0,SL,80640.0,76480.0,67200.0,100800.0
ST001,"Conservative
Management of Head
Injury",0.0,0.0,1300.0,ST,4160.0,0.0,0.0,5200.0
ST001,"Conservative
Management of Head
Injury",0.0,5900.0,6300.0,ST,20160.0,18880.0,0.0,25200.0
ST002,"Head injury with repair
of Facio-Maxillary
Injury & fixations
(including implants)",38800.0,44100.0,46500.0,ST,148800.0,141120.0,124160.0,186000.0
ST003,"Craniotomy and
evacuation of
Haematoma with
fixation of fracture of
long bone",75000.0,85200.0,90000.0,ST,288000.0,272640.0,240000.0,360000.0
ST003,"Craniotomy and
evacuation of
Haematoma with
fixation of fracture of
long bone",75000.0,85200.0,90000.0,ST,288000.0,272640.0,240000.0,360000.0
ST003,"Craniotomy and
evacuation of
Haematoma with
fixation of fracture of
long bone",93800.0,106500.0,112500.0,ST,360000.0,340800.0,300160.0,450000.0
ST003,"Craniotomy and
evacuation of
Haematoma with
fixation of fracture of
long bone",93800.0,106500.0,112500.0,ST,360000.0,340800.0,300160.0,450000.0
ST004,"Management of Chest
injury with fracture of
Long bone",30000.0,35100.0,37500.0,ST,120000.0,112320.0,96000.0,150000.0
ST004,"Management of Chest
injury with fracture of
Long bone",45000.0,52700.0,56300.0,ST,180160.0,168640.0,144000.0,225200.0
ST005,"Management of
Visceral injury and
fracture long bone",37500.0,42600.0,45000.0,ST,144000.0,136320.0,120000.0,180000.0
ST005,"Management of
Visceral injury and
fracture long bone",56300.0,63900.0,67500.0,ST,216000.0,204480.0,180160.0,270000.0
ST006,"Internal fixation of
Pelviacetabular
fracture",40000.0,46800.0,50000.0,ST,160000.0,149760.0,128000.0,200000.0
ST007,"Internal fixation with
Flap cover Surgery for
wound in compound
fracture",40000.0,46800.0,50000.0,ST,160000.0,149760.0,128000.0,200000.0
ST008,"Emergency tendons
repair ± Peripheral
Nerve repair/
reconstructive surgery",37500.0,42600.0,45000.0,ST,144000.0,136320.0,120000.0,180000.0
ST009,"Management of Nerve
Plexus / Tendon
injuries",0.0,14200.0,15000.0,ST,48000.0,45440.0,0.0,60000.0
ST009,"Management of Nerve
Plexus / Tendon
injuries",0.0,14200.0,15000.0,ST,48000.0,45440.0,0.0,60000.0
ST009,"Management of Nerve
Plexus / Tendon
injuries",50000.0,58500.0,62500.0,ST,200000.0,187200.0,160000.0,250000.0
ST009,"Management of Nerve
Plexus / Tendon
injuries",50000.0,58500.0,62500.0,ST,200000.0,187200.0,160000.0,250000.0
ST009,"Management of Nerve
Plexus / Tendon
injuries",20000.0,23400.0,25000.0,ST,80000.0,74880.0,64000.0,100000.0
ST010,"Plexus injury along
with Vascular injury
repair / graft",0.0,14200.0,15000.0,ST,48000.0,45440.0,0.0,60000.0
ST010,"Plexus injury along
with Vascular injury
repair / graft",75000.0,85200.0,90000.0,ST,288000.0,272640.0,240000.0,360000.0
SG067,"Radical Neck
Dissection",33700.0,38300.0,40400.0,SG,129280.0,122560.0,107840.0,161600.0
SG090,"Split thickness skin
grafts",18800.0,21300.0,22500.0,SG,72000.0,68160.0,60160.0,90000.0
SG090,"Split thickness skin
grafts",18100.0,20600.0,21700.0,SG,69440.0,65920.0,57920.0,86800.0
SG090,"Split thickness skin
grafts",20400.0,23200.0,24500.0,SG,78400.0,74240.0,65280.0,98000.0
SG058,Vasovasostomy,12000.0,14100.0,15000.0,SG,48000.0,45120.0,38400.0,60000.0
SL001,"Pinna surgery for
tumour / trauma",10000.0,14200.0,15000.0,SL,48000.0,45440.0,32000.0,60000.0
SL001,"Pinna surgery for
tumour / trauma",10000.0,11700.0,12500.0,SL,40000.0,37440.0,32000.0,50000.0
SL002,Tympanoplasty,15400.0,18000.0,19200.0,SL,61440.0,57600.0,49280.0,76800.0
SL003,"Stapedectomy /
tympanotomy",17300.0,20200.0,21600.0,SL,69120.0,64640.0,55360.0,86400.0
SL003,"Stapedectomy /
tympanotomy",15000.0,17600.0,18800.0,SL,60160.0,56320.0,48000.0,75200.0
SL004,Mastoidectomy,28000.0,32800.0,35000.0,SL,112000.0,104960.0,89600.0,140000.0
SL004,Mastoidectomy,28000.0,32800.0,35000.0,SL,112000.0,104960.0,89600.0,140000.0
SL005,"Myringotomy with or
without Grommet",7600.0,8900.0,9500.0,SL,30400.0,28480.0,24320.0,38000.0
SL005,"Myringotomy with or
without Grommet",7600.0,8900.0,9500.0,SL,30400.0,28480.0,24320.0,38000.0
SL006,Endoscopic DCR,20000.0,23400.0,25000.0,SL,80000.0,74880.0,64000.0,100000.0
SL007,"Epistaxis treatment -
packing",2500.0,2900.0,3100.0,SL,9920.0,9280.0,8000.0,12400.0
